province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,doy,et0_penman_monteith,et0_hargreaves
Chau Doc,34,26,14,SW,1.5,75,11,1010,2019-07-11,192,19.853065302103676,4.71852293240201
Chau Doc,32,26,11,SW,5.9,81,63,1006,2020-07-11,193,13.138436646777867,4.00206986350395
Chau Doc,28,25,14,SW,7.1,92,72,1006,2009-07-17,198,7.2872925359172545,2.683209110697071
Chau Doc,30,25,8,SSW,9.1,92,34,1008,2010-07-17,198,5.935909685630829,3.5422023797254787
Chau Doc,33,26,16,SW,0.7,74,22,1007,2011-07-17,198,22.201553977759126,4.376231895028439
Chau Doc,33,26,11,WSW,13.3,78,37,1007,2012-07-17,199,15.005623423911755,4.377821954145532
Chau Doc,30,24,12,W,15.8,85,75,1007,2013-07-17,198,11.607364224299491,3.837459504139549
Chau Doc,34,26,14,WSW,2.1,72,28,1006,2014-07-17,198,21.815585010048963,4.7278431104902
Chau Doc,35,27,19,SW,0.0,65,22,1007,2015-07-17,198,32.72726108600005,4.826751962174096
Chau Doc,34,27,8,SW,10.9,75,25,1009,2016-07-17,199,13.389669541125333,4.470376329497446
Chau Doc,30,25,17,SW,7.4,84,76,1008,2017-07-17,198,14.911878969420602,3.5422023797254787
Chau Doc,26,25,18,WSW,17.3,89,75,1004,2018-07-17,198,10.276750090573934,1.5141819424804819
Chau Doc,32,26,19,WSW,11.7,80,58,1005,2019-07-17,198,19.564100483028007,4.00877466057435
Chau Doc,32,26,9,S,2.6,80,39,1007,2020-07-17,199,12.018201284207167,4.010231207862135
Chau Doc,29,24,12,WSW,3.6,91,61,1007,2009-07-18,199,7.788680928305511,3.4652666786227746
Chau Doc,30,26,7,SSW,5.5,89,35,1009,2010-07-18,199,6.462184511194746,3.2043755385399293
Chau Doc,33,26,15,SW,2.1,76,18,1007,2011-07-18,199,19.837858147466363,4.377821954145532
Chau Doc,32,26,13,WSW,17.9,81,57,1007,2012-07-18,200,14.656884138583399,4.011716509736669
Chau Doc,32,25,13,W,6.2,79,57,1005,2013-07-18,199,16.167120159740758,4.2852675787936185
Chau Doc,31,26,16,WSW,0.9,73,44,1006,2014-07-18,199,22.495786664470547,3.621712126867595
Chau Doc,35,28,16,SW,2.6,66,27,1008,2015-07-18,199,27.927626256994046,4.562930704849361
Chau Doc,31,26,13,SW,3.0,81,49,1007,2016-07-18,200,14.431664844640807,3.6230535297773607
Chau Doc,31,25,9,SSW,4.5,83,60,1010,2017-07-18,199,10.68129217216244,3.92454250683944
Chau Doc,28,25,19,WSW,35.7,88,77,1004,2018-07-18,199,12.071309397726095,2.684184027294699
Chau Doc,31,26,14,SW,8.3,80,59,1005,2019-07-18,199,15.80796304847065,3.621712126867595
Chau Doc,32,26,9,S,1.6,79,42,1008,2020-07-18,200,12.481439023336232,4.011716509736669
Chau Doc,28,25,10,WSW,4.1,90,51,1008,2009-07-20,201,7.104856136931763,2.6861886353596867
Chau Doc,32,25,7,SW,8.5,86,28,1009,2010-07-20,201,8.296181328328089,4.288467911506178
Chau Doc,34,26,14,WSW,2.9,73,12,1007,2011-07-20,201,21.165148443969414,4.733093064767906
Chau Doc,32,25,12,WSW,8.1,77,49,1008,2012-07-20,202,16.548415586191442,4.290102218613619
Chau Doc,26,24,13,WSW,10.2,92,100,1007,2013-07-20,201,6.737805928693873,2.118999823975589
Chau Doc,34,26,11,WSW,0.0,68,16,1009,2014-07-20,201,20.669617458963685,4.733093064767906
Chau Doc,32,26,14,SW,2.0,74,76,1009,2015-07-20,201,20.071330539664874,4.013226137323006
Chau Doc,30,25,12,SW,2.3,82,55,1008,2016-07-20,202,13.154199635059303,3.5474871682646687
Chau Doc,29,25,16,WSW,8.9,84,66,1008,2017-07-20,201,14.13610396815221,3.1367518546732494
Chau Doc,31,26,16,SW,8.5,83,39,1007,2018-07-20,201,15.057120781861551,3.6244169016761614
Chau Doc,33,26,14,SSW,6.6,78,36,1007,2019-07-20,201,17.60717787160424,4.38109140851495
Chau Doc,32,26,10,SSW,1.6,78,39,1007,2020-07-20,202,13.87313792956033,4.014755551588273
Chau Doc,25,24,9,WSW,38.0,96,70,1007,2009-07-15,196,3.163715982365507,1.478175621541318
Chau Doc,29,25,8,SSW,18.4,93,59,1007,2010-07-15,196,5.257031241550376,3.1310764938558413
Chau Doc,32,25,14,SW,3.4,80,56,1007,2011-07-15,196,16.311756925252066,4.280708737724097
Chau Doc,35,25,10,WSW,3.0,73,18,1008,2012-07-15,197,17.321993986913874,5.284012319705586
Chau Doc,33,25,14,WSW,4.7,76,66,1006,2013-07-15,196,19.212695893864467,4.625689897904536
Chau Doc,34,25,9,SSW,4.1,77,51,1009,2014-07-15,196,14.097599855811076,4.958702616943571
Chau Doc,34,27,23,SW,0.5,67,42,1006,2015-07-15,196,35.052800961544015,4.465620562247816
Chau Doc,34,26,11,SW,5.9,74,23,1008,2016-07-15,197,17.404219617629032,4.726164296323217
Chau Doc,26,25,14,WSW,5.8,84,73,1008,2017-07-15,196,12.172089588958876,1.5131206716959593
Chau Doc,26,25,14,SW,7.1,90,79,1007,2018-07-15,196,8.038543663514146,1.5131206716959593
Chau Doc,33,26,15,WSW,15.2,75,18,1006,2019-07-15,196,20.529447421977814,4.373164649985957
Chau Doc,32,27,8,WSW,1.6,76,64,1006,2020-07-15,197,12.502573164516935,3.6972776696733027
Chau Doc,30,25,9,SW,17.2,90,52,1009,2009-07-21,202,7.201902553871059,3.5474871682646687
Chau Doc,32,26,9,SW,5.7,87,48,1008,2010-07-21,202,8.82889561570071,4.014755551588273
Chau Doc,34,25,13,WSW,1.9,70,18,1008,2011-07-21,202,22.326097436254354,4.969583870755259
Chau Doc,29,25,12,SW,6.1,84,60,1008,2012-07-21,203,11.740338892043175,3.1391544819046904
Chau Doc,27,24,15,WSW,2.5,90,86,1005,2013-07-21,202,9.032088221411827,2.626552903888457
Chau Doc,33,26,13,WSW,0.5,72,48,1008,2014-07-21,202,20.530324979503778,4.382761013832056
Chau Doc,33,26,16,SSW,3.0,67,46,1010,2015-07-21,202,27.450075450025768,4.382761013832056
Chau Doc,31,25,13,WSW,1.9,80,62,1008,2016-07-21,203,15.345194301482998,3.9304817306164295
Chau Doc,32,25,14,WSW,0.5,77,56,1009,2017-07-21,202,18.353868737646657,4.290102218613619
Chau Doc,32,26,18,WSW,8.0,80,47,1008,2018-07-21,202,18.922973716350423,4.014755551588273
Chau Doc,32,27,12,SW,13.9,78,25,1007,2019-07-21,202,15.391655903701201,3.7041091182984296
Chau Doc,32,26,9,S,0.4,78,44,1008,2020-07-21,203,12.941687634417622,4.016300109014168
Chau Doc,28,25,10,SW,1.0,90,50,1008,2009-07-23,204,7.107255708438886,2.689286935587731
Chau Doc,30,25,13,WSW,9.5,89,48,1007,2010-07-23,204,9.406493069227956,3.5502259384207075
Chau Doc,31,24,10,WSW,11.4,77,53,1006,2011-07-23,204,14.698168850344734,4.200683979945323
Chau Doc,34,26,19,WSW,0.0,74,15,1005,2012-07-23,205,25.155997804238268,4.740392744408775
Chau Doc,28,24,14,SW,23.8,92,72,1006,2013-07-23,204,7.54376870962861,3.0702723018108236
Chau Doc,28,25,17,WSW,4.1,82,83,1008,2014-07-23,204,16.058912777147984,2.689286935587731
Chau Doc,34,27,13,SW,1.8,66,29,1011,2015-07-23,204,24.2098415294101,4.478874971994681
Chau Doc,31,25,14,WSW,3.2,81,66,1007,2016-07-23,205,15.431479241270223,3.933530643478309
Chau Doc,32,26,16,WSW,8.6,77,38,1008,2017-07-23,204,19.761962886626666,4.017855067433417
Chau Doc,32,26,19,WSW,0.0,75,40,1007,2018-07-23,204,23.849770995746315,4.017855067433417
Chau Doc,32,27,12,WSW,1.4,77,40,1007,2019-07-23,204,15.975757302378387,3.7069688054591503
Chau Doc,33,26,7,S,0.3,75,32,1007,2020-07-23,205,12.292987763902987,4.3878482086289345
Chau Doc,30,24,11,SW,2.3,88,46,1008,2009-07-24,205,9.348778820817495,3.847645694930747
Chau Doc,29,25,10,WSW,0.8,87,53,1006,2010-07-24,205,8.896337645370787,3.1415895545322394
Chau Doc,31,26,12,SW,9.2,79,51,1006,2011-07-24,205,14.86251164196797,3.63000670984286
Chau Doc,33,26,18,WSW,0.7,73,19,1006,2012-07-24,206,24.854581015042477,4.389552479906637
Chau Doc,30,24,13,SW,5.9,85,56,1008,2013-07-24,205,12.202205895953645,3.847645694930747
Chau Doc,33,24,16,SW,0.6,73,32,1008,2014-07-24,205,23.598653002057855,4.870165057193393
Chau Doc,36,27,11,SW,2.4,65,35,1010,2015-07-24,205,22.437817811717508,5.185726507983462
Chau Doc,31,25,14,WSW,1.6,79,69,1007,2016-07-24,206,16.779942355993583,3.935058454600503
Chau Doc,32,26,18,WSW,3.6,75,47,1007,2017-07-24,205,23.002443449703794,4.01941559202587
Chau Doc,33,27,19,WSW,0.1,74,31,1007,2018-07-24,205,24.62393209556099,4.105300540573431
Chau Doc,32,26,13,WSW,31.8,81,62,1008,2019-07-24,205,14.669298697995913,4.01941559202587
Chau Doc,27,18,9,SSW,18.6,87,65,1008,2020-07-24,206,9.491301303846695,4.240688629567523
Chau Doc,29,25,10,WSW,21.8,89,46,1009,2009-07-25,206,7.883898490012134,3.142809770134409
Chau Doc,28,25,6,W,8.8,90,71,1006,2010-07-25,206,5.358512720249926,2.69137639149076
Chau Doc,30,25,12,SW,11.6,81,64,1008,2011-07-25,206,13.75304890516075,3.552984305497852
Chau Doc,33,26,16,SW,0.0,70,41,1008,2012-07-25,207,25.19735990140522,4.391251995166065
Chau Doc,32,25,14,WSW,0.0,79,30,1008,2013-07-25,206,17.00396072800252,4.296750101895926
Chau Doc,34,26,15,SW,0.4,69,30,1008,2014-07-25,206,25.02362837740575,4.742233946477579
Chau Doc,35,27,16,SW,6.3,67,17,1010,2015-07-25,206,27.58173766467509,4.841443861675854
Chau Doc,31,25,14,WSW,3.4,79,56,1008,2016-07-25,207,16.78892989559733,3.936582002142296
Chau Doc,26,25,19,WSW,36.8,88,70,1006,2017-07-25,206,11.523313339360397,1.5187908822189724
Chau Doc,33,27,19,WSW,1.9,72,28,1008,2018-07-25,206,26.330405121828306,4.106895068338516
Chau Doc,29,25,9,W,10.2,81,44,1011,2019-07-25,206,11.173789889664924,3.142809770134409
Chau Doc,33,26,8,SSE,0.0,73,32,1008,2020-07-25,207,14.252023915836876,4.391251995166065
Chau Doc,30,25,10,WSW,14.2,88,47,1009,2009-07-26,207,8.636785101660127,3.5543599243271835
Chau Doc,29,25,7,W,9.2,90,55,1005,2010-07-26,207,6.0877138471427035,3.1440265805464658
Chau Doc,32,25,12,WSW,5.1,75,60,1008,2011-07-26,207,17.73744545378968,4.298413686600186
Chau Doc,33,25,14,SW,0.5,73,22,1008,2012-07-26,208,21.26320023719179,4.646608445293795
Chau Doc,32,25,14,WSW,3.9,78,29,1007,2013-07-26,207,17.669864749911405,4.298413686600186
Chau Doc,34,26,14,SW,2.2,71,37,1009,2014-07-26,207,22.52665556128011,4.744070010402707
Chau Doc,35,27,18,SW,0.0,66,11,1010,2015-07-26,207,30.76370475641901,4.843318336980169
Chau Doc,31,25,14,WSW,2.0,80,63,1008,2016-07-26,208,16.11595291592269,3.9380963192717813
Chau Doc,28,25,20,SW,24.0,88,78,1006,2017-07-26,207,12.469687338320114,2.692418419184275
Chau Doc,33,26,17,WSW,1.4,74,26,1008,2018-07-26,207,23.154730172360253,4.391251995166065
Chau Doc,32,25,9,W,2.3,75,37,1009,2019-07-26,207,14.597355758106417,4.298413686600186
Chau Doc,32,26,9,SSW,3.8,77,57,1007,2020-07-26,208,13.398085081955507,4.024080955063741
Chau Doc,27,25,10,SW,9.1,95,62,1008,2009-07-22,203,4.225768763839505,2.1701701574775987
Chau Doc,31,26,10,SW,6.1,88,56,1008,2010-07-22,203,8.625471635904846,3.6271930609483998
Chau Doc,30,25,10,W,9.7,80,62,1008,2011-07-22,203,12.702808178845748,3.54885195812014
Chau Doc,33,25,17,WSW,0.9,78,26,1006,2012-07-22,204,20.2931256351552,4.639419409495172
Chau Doc,29,25,14,WSW,11.6,89,74,1005,2013-07-22,203,9.57157787865586,3.1391544819046904
Chau Doc,29,26,13,SW,5.8,81,76,1007,2014-07-22,203,13.969175252112732,2.748928906390977
Chau Doc,36,26,9,SSW,0.2,62,22,1011,2015-07-22,203,21.114309675226984,5.406603245416281
Chau Doc,31,25,13,WSW,2.2,81,63,1008,2016-07-22,204,14.712249394156231,3.9320034634284307
Chau Doc,32,26,15,SW,6.6,78,49,1009,2017-07-22,203,18.224162837052685,4.016300109014168
Chau Doc,32,26,22,WSW,1.0,77,50,1007,2018-07-22,203,24.368689854941056,4.016300109014168
Chau Doc,33,26,9,WSW,22.6,77,31,1007,2019-07-22,203,13.614430117090713,4.384447150380807
Chau Doc,33,26,6,SW,21.6,78,68,1008,2020-07-22,204,10.191396318359262,4.386144641311562
Chau Doc,27,24,10,WSW,9.2,93,77,1010,2009-07-30,211,5.5708617684936605,2.6356199595888916
Chau Doc,33,25,8,SW,3.8,78,36,1009,2010-07-30,211,12.467145924374178,4.65184366223772
Chau Doc,28,25,16,WSW,2.8,86,73,1005,2011-07-30,211,12.386147640215547,2.6964887808265106
Chau Doc,30,25,17,WSW,0.4,72,45,1008,2012-07-30,212,24.394001633586576,3.561021362221299
Chau Doc,33,25,13,WSW,2.5,76,30,1007,2013-07-30,211,18.31306820388945,4.65184366223772
Chau Doc,34,27,15,WSW,0.9,72,54,1007,2014-07-30,211,22.5876880330017,4.490869290624389
Chau Doc,33,27,6,SE,17.6,72,49,1011,2015-07-30,211,11.835057718464967,4.114696298451407
Chau Doc,34,26,10,W,8.7,71,73,1008,2016-07-30,212,17.830664631208933,4.752961154916051
Chau Doc,32,26,19,SW,1.8,77,29,1007,2017-07-30,211,22.15278089572317,4.028614785931502
Chau Doc,33,26,14,WSW,2.8,74,40,1008,2018-07-30,211,20.293703815700855,4.3978906303630145
Chau Doc,33,26,15,WSW,0.4,75,41,1007,2019-07-30,211,20.55734468109455,4.3978906303630145
Chau Doc,33,23,12,WSW,23.5,77,57,1006,2020-07-30,212,17.313846950663233,5.0916301887637605
Chau Doc,25,24,9,WSW,35.7,96,95,1009,2009-07-28,209,3.170950413861374,1.4854259038687878
Chau Doc,29,25,9,S,6.1,92,53,1008,2010-07-28,209,6.025039444417082,3.1464340658780943
Chau Doc,32,25,15,WSW,6.3,78,44,1005,2011-07-28,209,18.478378364339335,4.301705124390117
Chau Doc,33,26,13,WSW,0.1,72,54,1007,2012-07-28,210,20.52979844523264,4.396266240587458
Chau Doc,32,26,12,WSW,0.2,78,23,1008,2013-07-28,209,15.690959087783027,4.025613761487945
Chau Doc,35,26,15,WSW,3.6,68,38,1008,2014-07-28,209,25.975230826141754,5.088373840912231
Chau Doc,33,27,5,SW,9.6,68,49,1011,2015-07-28,209,11.539265139538934,4.111631149553927
Chau Doc,33,26,16,SW,1.5,72,45,1008,2016-07-28,210,23.713957706471156,4.396266240587458
Chau Doc,32,25,18,SW,0.2,80,47,1008,2017-07-28,209,19.205031326588525,4.301705124390117
Chau Doc,33,27,16,WSW,2.1,74,27,1007,2018-07-28,209,21.90720230185542,4.111631149553927
Chau Doc,32,26,10,WSW,15.9,80,48,1008,2019-07-28,209,12.885577071708298,4.025613761487945
Chau Doc,33,26,10,SSW,5.5,77,50,1007,2020-07-28,210,14.605926344374298,4.396266240587458
Chau Doc,30,24,12,WSW,3.7,86,29,1008,2009-07-19,200,11.01452802685421,3.8402756332521966
Chau Doc,31,25,7,SSW,3.0,86,23,1009,2010-07-19,200,8.063514310832014,3.925996071494433
Chau Doc,33,25,15,SW,0.5,77,20,1007,2011-07-19,200,19.419725294061106,4.6323312136178645
Chau Doc,32,25,13,WSW,0.1,77,45,1008,2012-07-19,201,17.457578119330023,4.288467911506178
Chau Doc,29,24,15,WSW,21.4,87,74,1006,2013-07-19,200,11.651661274003303,3.4665501375623564
Chau Doc,33,26,16,WSW,0.9,69,39,1008,2014-07-19,200,25.93240657814275,4.37944340358768
Chau Doc,33,26,15,SSW,9.2,75,81,1008,2015-07-19,200,20.554314391709273,4.37944340358768
Chau Doc,30,25,13,SW,3.4,83,55,1008,2016-07-19,201,13.222262361085384,3.5461357590913627
Chau Doc,25,24,9,SW,43.8,94,80,1010,2017-07-19,200,4.136142697388507,1.4802979062597226
Chau Doc,29,25,17,SW,8.3,86,54,1006,2018-07-19,200,13.101594363872538,3.1355719243704763
Chau Doc,30,26,13,SW,7.2,80,40,1006,2019-07-19,200,14.827872463839974,3.2055623691108885
Chau Doc,32,26,10,SSW,6.9,78,53,1007,2020-07-19,201,13.871966102435525,4.013226137323006
Chau Doc,29,24,11,W,4.7,89,48,1010,2009-07-29,210,8.580136136425999,3.479866260763765
Chau Doc,33,25,8,SSW,1.2,80,37,1008,2010-07-29,210,11.634174194301295,4.650125473242692
Chau Doc,30,25,17,WSW,3.0,80,66,1005,2011-07-29,210,18.054663856080335,3.5584185465597864
Chau Doc,29,25,17,W,0.7,75,53,1009,2012-07-29,211,21.832723466382273,3.1487796772807775
Chau Doc,29,26,11,WSW,1.8,79,39,1008,2013-07-29,210,13.56825830056023,2.756339153932331
Chau Doc,34,26,14,WSW,1.3,69,41,1007,2014-07-29,210,23.837908284625648,4.749487128653861
Chau Doc,32,27,6,SE,25.9,73,52,1011,2015-07-29,210,11.289812166650343,3.7155231181518307
Chau Doc,33,27,15,SW,2.0,70,47,1008,2016-07-29,211,23.768331514347533,4.114696298451407
Chau Doc,33,26,18,SW,0.0,76,26,1008,2017-07-29,210,22.43269462918879,4.396266240587458
Chau Doc,30,26,15,WSW,3.4,77,52,1007,2018-07-29,210,18.480852210802958,3.2178759551670524
Chau Doc,31,26,15,WSW,12.3,80,56,1008,2019-07-29,210,16.585499404952497,3.6369708323558085
Chau Doc,34,27,11,WSW,5.4,75,41,1007,2020-07-29,211,16.591431935802227,4.490869290624389
Chau Doc,29,24,13,WSW,1.1,88,62,1007,2009-07-31,212,10.065068578180238,3.4824116191259065
Chau Doc,33,26,8,SW,4.4,83,46,1008,2010-07-31,212,10.16643987560018,4.39948190239718
Chau Doc,30,25,15,SW,0.4,80,61,1006,2011-07-31,212,16.635109830533104,3.561021362221299
Chau Doc,33,26,17,WSW,0.0,69,43,1007,2012-07-31,213,27.051085569440836,4.401034224245047
Chau Doc,29,25,12,WSW,1.4,81,57,1006,2013-07-31,212,13.526887542540145,3.1499189882512715
Chau Doc,32,26,13,WSW,17.4,76,52,1007,2014-07-31,212,17.806503833295118,4.030072444291858
Chau Doc,31,26,8,SSW,11.9,77,37,1010,2015-07-31,212,12.183640143636586,3.639631105316692
Chau Doc,35,26,12,WNW,0.0,64,33,1007,2016-07-31,213,24.538973625670856,5.095806994184246
Chau Doc,33,27,19,WSW,0.2,75,22,1007,2017-07-31,212,23.78531405533317,4.116185103357924
Chau Doc,34,26,15,W,0.0,68,29,1008,2018-07-31,212,25.736104491972853,4.752961154916051
Chau Doc,33,27,19,WSW,2.0,75,17,1007,2019-07-31,212,23.78531405533317,4.116185103357924
Chau Doc,31,24,17,WSW,0.7,78,60,1005,2020-07-31,213,20.13251673368777,4.214943982205088
Chau Doc,31,25,10,W,12.4,87,49,1008,2009-07-27,208,9.374741674071839,3.9380963192717813
Chau Doc,29,25,9,SSW,18.3,93,55,1006,2010-07-27,208,5.554294590827574,3.14523601891302
Chau Doc,30,26,12,WSW,15.0,83,58,1007,2011-07-27,208,12.286028175819059,3.2154421800494717
Chau Doc,33,25,14,SW,0.8,72,34,1007,2012-07-27,209,21.92571271255409,4.648378377697054
Chau Doc,33,26,15,WSW,5.1,79,28,1008,2013-07-27,208,17.741440902178336,4.392941213912822
Chau Doc,34,26,14,WSW,2.1,70,42,1009,2014-07-27,208,23.194038569641517,4.745894950535116
Chau Doc,35,28,9,WSW,4.6,64,27,1011,2015-07-27,208,19.366841199003737,4.5786892567844
Chau Doc,31,25,13,WSW,2.6,80,61,1008,2016-07-27,209,15.351921954914616,3.9395963734219634
Chau Doc,30,25,19,SW,10.3,83,51,1007,2017-07-27,208,16.848766286182826,3.555727208970266
Chau Doc,33,27,18,WSW,1.2,74,30,1008,2018-07-27,208,23.753881556702403,4.110065590855701
Chau Doc,30,26,12,WSW,13.4,78,36,1008,2019-07-27,208,15.244882250817241,3.2154421800494717
Chau Doc,32,26,10,SSW,9.6,77,50,1007,2020-07-27,209,14.382258339688146,4.025613761487945
Chau Doc,30,24,13,W,3.4,86,53,1006,2009-08-01,213,11.56059950793643,3.8592083365277956
Chau Doc,32,25,9,SW,7.0,82,54,1008,2010-08-01,213,11.37344053665731,4.307989103225067
Chau Doc,32,25,13,SSW,0.2,79,37,1007,2011-08-01,213,16.198882804731415,4.307989103225067
Chau Doc,27,25,15,WSW,2.3,83,58,1007,2012-08-01,214,13.805488128430518,2.1791264320690003
Chau Doc,29,25,14,WSW,4.7,84,73,1005,2013-08-01,213,12.963504448900578,3.151030411862722
Chau Doc,31,26,14,WSW,6.8,77,45,1007,2014-08-01,213,17.84303881124132,3.6409153199147517
Chau Doc,34,26,7,WNW,21.2,71,54,1010,2015-08-01,213,13.987283291624731,4.7546381990786415
Chau Doc,34,26,14,W,4.0,71,28,1006,2016-08-01,214,22.500992763963573,4.756266824333252
Chau Doc,34,27,20,SW,0.0,73,19,1008,2017-08-01,213,26.63744197755245,4.4940793452650265
Chau Doc,34,26,17,WSW,9.1,69,24,1008,2018-08-01,213,27.30376691666121,4.7546381990786415
Chau Doc,33,26,19,WSW,0.7,72,19,1007,2019-08-01,213,26.648789130182614,4.401034224245047
Chau Doc,27,26,22,WSW,2.5,83,63,1004,2020-08-01,214,17.390131310494365,1.5584649753201476
Chau Doc,31,25,13,WSW,2.8,86,44,1005,2009-08-05,217,11.541043729092669,3.9504630551717197
Chau Doc,33,25,9,W,0.7,71,27,1008,2010-08-05,217,16.653161391792437,4.661200109594174
Chau Doc,33,26,16,WSW,0.8,75,34,1006,2011-08-05,217,21.46932464061683,4.406736291384787
Chau Doc,34,26,17,WSW,0.0,72,10,1007,2012-08-05,218,24.954386829177064,4.762169498802614
Chau Doc,32,26,8,W,0.3,74,42,1008,2013-08-05,217,13.635503292063445,4.036717707031364
Chau Doc,28,25,13,SW,5.9,86,75,1008,2014-08-05,217,10.859806523578149,2.7019123412805897
Chau Doc,33,27,20,W,1.6,69,50,1007,2015-08-05,217,29.902208664431278,4.122972358891008
Chau Doc,33,26,14,WSW,0.2,72,59,1008,2016-08-05,218,21.63370507010028,4.408005418781926
Chau Doc,33,27,16,SW,0.6,72,42,1007,2017-08-05,217,23.39039380925342,4.122972358891008
Chau Doc,33,26,17,WSW,8.3,75,61,1007,2018-08-05,217,22.373669615624102,4.406736291384787
Chau Doc,31,25,20,WSW,15.2,82,48,1006,2019-08-05,217,18.5127346723753,3.9504630551717197
Chau Doc,26,21,12,WSW,13.0,89,74,1007,2020-08-05,218,9.066345349414812,3.25287228915245
Chau Doc,26,24,10,WSW,11.3,95,69,1006,2009-08-03,215,4.229012314079518,2.1300792921204894
Chau Doc,34,25,8,WSW,1.0,76,46,1008,2010-08-03,215,13.513292668291639,4.9936649378957005
Chau Doc,34,26,12,WSW,12.2,76,26,1009,2011-08-03,215,17.327818828458625,4.757840661839224
Chau Doc,30,25,14,W,1.6,79,53,1007,2012-08-03,216,16.577179448012103,3.5658105120334
Chau Doc,29,25,13,SSW,4.4,85,65,1008,2013-08-03,215,11.73726223102586,3.153152772624769
Chau Doc,33,26,15,WSW,0.0,69,51,1007,2014-08-03,215,24.79135722696167,4.403998518818276
Chau Doc,35,27,11,W,9.5,68,46,1009,2015-08-03,215,20.59973870469823,4.857377077358874
Chau Doc,31,26,21,WSW,2.6,76,64,1005,2016-08-03,216,24.324345485073675,3.6445259758751973
Chau Doc,33,27,19,SW,3.5,74,31,1006,2017-08-03,215,24.621809807753692,4.120410880311335
Chau Doc,33,26,18,WSW,0.5,71,44,1008,2018-08-03,215,26.523436290364927,4.403998518818276
Chau Doc,30,25,13,WSW,28.6,84,53,1008,2019-08-03,215,12.600149192630724,3.5646771944118387
Chau Doc,30,26,23,SW,23.3,82,69,1005,2020-08-03,216,19.680853609791885,3.2245605055221427
Chau Doc,31,25,13,WSW,0.7,86,35,1005,2009-08-06,218,11.541884421615258,3.9516007771871045
Chau Doc,30,26,9,WSW,1.4,80,41,1008,2010-08-06,218,11.579196675077501,3.2264685237646153
Chau Doc,33,26,15,WSW,17.1,79,53,1005,2011-08-06,218,17.727084425995713,4.408005418781926
Chau Doc,34,26,18,WSW,0.0,71,6,1008,2012-08-06,219,26.77033611952519,4.763460211320119
Chau Doc,32,26,11,WSW,10.2,78,48,1007,2013-08-06,218,14.803892877268018,4.037880270138787
Chau Doc,29,25,14,SW,8.4,83,78,1008,2014-08-06,218,13.662393506901394,3.156021612765388
Chau Doc,33,26,21,WSW,2.3,71,57,1006,2015-08-06,218,29.4062395471902,4.408005418781926
Chau Doc,33,26,15,WSW,7.1,70,42,1008,2016-08-06,219,24.102694784110728,4.409200140593629
Chau Doc,33,27,13,SSW,1.9,75,44,1008,2017-08-06,218,18.37577853750475,4.124159763090471
Chau Doc,31,26,16,WSW,0.7,77,59,1007,2018-08-06,218,19.544486279881795,3.6466824936503257
Chau Doc,31,24,16,W,22.5,84,59,1007,2019-08-06,218,14.833031331986366,4.22162041164527
Chau Doc,26,24,12,SW,13.4,90,71,1008,2020-08-06,219,7.666170439143517,2.132595157369258
Chau Doc,30,26,12,WSW,2.1,87,38,1005,2009-08-07,219,9.925247011440426,3.2273430082431718
Chau Doc,31,25,12,WSW,0.2,80,57,1006,2010-08-07,219,14.562153174787559,3.952671797567328
Chau Doc,31,26,11,WSW,3.1,81,55,1006,2011-08-07,219,12.93744762932331,3.6476708706375582
Chau Doc,33,26,19,WSW,0.0,69,12,1008,2012-08-07,220,29.22551857278443,4.410314547059327
Chau Doc,32,25,12,WSW,5.6,80,47,1007,2013-08-07,219,14.786499858469014,4.315982378636047
Chau Doc,33,25,15,WSW,0.1,71,42,1008,2014-08-07,219,23.72116149495854,4.663806232003798
Chau Doc,32,26,22,WSW,6.0,71,39,1006,2015-08-07,219,30.084924864598165,4.03897467524347
Chau Doc,31,26,16,WSW,0.0,73,42,1008,2016-08-07,220,22.53772873764366,3.6485928038393545
Chau Doc,34,27,9,SW,5.3,72,35,1009,2017-08-07,219,15.859416276753278,4.502417902551211
Chau Doc,32,26,17,W,19.2,77,62,1006,2018-08-07,219,20.57470830821094,4.03897467524347
Chau Doc,26,24,16,WSW,47.2,91,77,1006,2019-08-07,219,8.37438408059431,2.132595157369258
Chau Doc,24,18,12,WSW,69.6,93,77,1007,2020-08-07,220,6.7609720813651215,3.3493979859342047
Chau Doc,29,25,12,WSW,7.9,92,65,1006,2009-08-04,216,6.970061358849968,3.154155254309869
Chau Doc,33,26,11,WSW,0.3,74,28,1007,2010-08-04,216,17.196658814950812,4.4053986818216835
Chau Doc,34,26,11,WSW,2.6,74,22,1008,2011-08-04,216,17.42918671700247,4.759353321855424
Chau Doc,34,25,16,WSW,0.4,74,35,1007,2012-08-04,217,22.769932415163364,4.9967692801916614
Chau Doc,33,25,7,SW,3.6,76,56,1009,2013-08-04,216,12.206351925627699,4.65978526072874
Chau Doc,33,26,15,WSW,2.1,73,61,1007,2014-08-04,216,21.972804702895097,4.4053986818216835
Chau Doc,34,26,16,W,0.1,65,42,1008,2015-08-04,216,29.157605077439825,4.759353321855424
Chau Doc,31,26,18,WSW,1.4,79,68,1007,2016-08-04,217,19.520119412416186,3.6456325619416123
Chau Doc,33,27,19,SW,3.3,72,46,1006,2017-08-04,216,26.313610608152413,4.121720882312651
