province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,doy,et0_penman_monteith,et0_hargreaves
Chau Doc,34,23,8,ESE,0.0,70,17,1011,2012-02-10,41,16.141194826382723,4.867543506240376
Chau Doc,35,24,10,SSE,0.1,62,9,1010,2013-02-10,41,22.82814806716024,4.972674035532825
Chau Doc,36,25,7,SSE,0.0,59,6,1008,2014-02-10,41,18.57939837803676,5.077804564825274
Chau Doc,32,20,7,ENE,0.0,55,11,1014,2015-02-10,41,21.01094211693608,4.809470241343051
Chau Doc,35,21,7,SE,0.0,56,11,1012,2016-02-10,41,20.815440750163212,5.432028053702758
Chau Doc,33,23,9,E,1.9,70,27,1011,2017-02-10,41,17.32216150884743,4.5909016213915494
Chau Doc,30,22,7,SSE,0.0,75,40,1013,2018-02-10,41,12.3786208827376,3.9269160081302465
Chau Doc,33,23,11,SE,0.0,67,9,1014,2019-02-10,41,21.66396806459393,4.5909016213915494
Chau Doc,31,23,9,ENE,0.0,59,47,1013,2020-02-10,41,22.17601023938628,4.016571624754225
Chau Doc,31,24,6,SSW,14.9,73,68,1009,2021-02-10,41,11.518624227517627,3.7990912973429243
Chau Doc,36,24,6,S,3.8,72,57,1010,2009-02-16,47,12.861177647319296,5.340299578885126
Chau Doc,37,24,11,ESE,0.0,57,8,1012,2010-02-16,47,27.81309212134345,5.616501871483947
Chau Doc,36,23,6,ESE,0.3,65,35,1011,2011-02-16,47,15.34612980828104,5.500218188844529
Chau Doc,34,25,7,S,27.3,79,50,1008,2012-02-16,47,10.995061662760062,4.576458162950451
Chau Doc,36,24,10,E,0.5,63,24,1009,2013-02-16,47,22.595323708772007,5.340299578885126
Chau Doc,34,22,12,SE,0.2,65,22,1012,2014-02-16,47,24.877030526081768,5.116856081860644
Chau Doc,34,21,11,SE,0.0,65,19,1012,2015-02-16,47,23.745504573742114,5.267650823565689
Chau Doc,35,24,11,ESE,0.0,60,23,1014,2016-02-16,47,25.70372448387506,5.0594648650886
Chau Doc,33,21,9,NE,0.0,56,11,1014,2017-02-16,47,24.74776048975313,5.005134333348403
Chau Doc,35,23,7,S,0.2,72,16,1012,2018-02-16,47,14.25461870515699,5.228577830372886
Chau Doc,35,22,11,SE,0.0,63,11,1014,2019-02-16,47,24.771209701364096,5.383934506205108
Chau Doc,35,24,8,SSE,0.0,69,15,1012,2020-02-16,47,16.56765436975949,5.0594648650886
Chau Doc,31,21,11,SSE,0.0,72,40,1011,2021-02-16,47,19.094416108362864,4.4670540931573814
Chau Doc,35,24,10,SW,0.0,71,22,1008,2009-02-14,45,18.27613223439188,5.030529905638982
Chau Doc,36,24,9,SE,0.0,57,23,1010,2010-02-14,45,23.700917083575256,5.30975853237444
Chau Doc,35,22,10,ESE,1.1,69,41,1009,2011-02-14,45,19.916042440315437,5.35314391258099
Chau Doc,34,23,6,SSE,0.0,67,15,1010,2012-02-14,45,14.277597691209984,4.9241762078453455
Chau Doc,35,25,8,S,2.1,63,33,1009,2013-02-14,45,18.71523114494603,4.84712420514501
Chau Doc,35,22,7,ESE,0.5,64,33,1011,2014-02-14,45,17.49394917840363,5.35314391258099
Chau Doc,32,21,13,SSE,0.0,63,8,1011,2015-02-14,45,27.560033029541568,4.711468812258073
Chau Doc,36,25,12,SE,0.0,62,32,1012,2016-02-14,45,26.018287260164573,5.136883603432618
Chau Doc,32,21,10,ESE,0.0,60,13,1017,2017-02-14,45,24.467182070230066,4.711468812258073
Chau Doc,33,23,4,SW,0.0,60,9,1015,2018-02-14,45,12.294806043679333,4.644315660996684
Chau Doc,34,23,12,ESE,0.0,63,15,1014,2019-02-14,45,25.726993545246348,4.9241762078453455
Chau Doc,34,22,10,SSE,0.0,71,11,1011,2020-02-14,45,18.672922131860975,5.087592903404798
Chau Doc,29,21,12,SSE,0.0,76,47,1013,2021-02-14,45,17.449060808126106,3.8819059961021254
Chau Doc,36,25,6,SSE,1.5,71,46,1009,2009-02-18,49,12.964863925393235,5.195861761852571
Chau Doc,37,24,9,ESE,0.0,58,14,1012,2010-02-18,49,23.540010136731464,5.648497248485751
Chau Doc,35,23,10,SSE,0.2,69,40,1010,2011-02-18,49,19.659819637437934,5.258363330795384
Chau Doc,30,24,16,E,60.8,76,40,1009,2012-02-18,49,20.48255196287382,3.559325891834076
Chau Doc,36,23,9,ESE,0.0,60,5,1008,2013-02-18,49,22.68897906412619,5.5315511356806635
Chau Doc,36,21,8,SSE,0.0,66,13,1012,2014-02-18,49,18.96397864536285,5.816218790894735
Chau Doc,36,23,14,SE,0.0,62,17,1011,2015-02-18,49,29.945524009423867,5.5315511356806635
Chau Doc,35,24,10,ESE,0.0,58,14,1013,2016-02-18,49,24.989381883614442,5.088286984174464
Chau Doc,33,22,6,ESE,0.0,65,39,1014,2017-02-18,49,15.072648634783826,4.873137428818249
Chau Doc,33,24,11,SE,1.2,71,40,1010,2018-02-18,49,19.1657439395192,4.505223703006789
Chau Doc,33,23,10,SE,0.0,68,24,1012,2019-02-18,49,19.77812121704012,4.697638493661901
Chau Doc,34,23,11,E,1.7,66,34,1013,2020-02-18,49,22.50252276441402,4.9807122064963565
Chau Doc,33,21,8,SE,0.0,62,7,1014,2021-02-18,49,20.08448803249246,5.033646949137463
Chau Doc,35,25,7,SSW,2.3,72,33,1008,2009-02-15,46,13.733063269460787,4.861072542982467
Chau Doc,36,24,8,SE,0.0,59,17,1012,2010-02-15,46,20.922704107999806,5.325038170920996
Chau Doc,35,22,9,ESE,0.5,65,38,1010,2011-02-15,46,20.437933831249833,5.368548399164179
Chau Doc,34,25,9,SSW,0.6,73,27,1009,2012-02-15,46,15.625363841922987,4.5633796466567755
Chau Doc,34,24,8,ESE,3.7,69,29,1009,2013-02-15,46,16.3318486429623,4.759376464677394
Chau Doc,34,22,8,ESE,0.2,66,33,1011,2014-02-15,46,18.179400109243456,5.102233226530996
Chau Doc,34,21,12,SE,0.0,63,8,1012,2015-02-15,46,26.487694676008957,5.252597029851779
Chau Doc,34,23,13,SE,0.1,69,40,1013,2016-02-15,46,23.369071548434075,4.938346274551144
Chau Doc,32,21,9,ESE,0.0,60,23,1015,2017-02-15,46,22.627267151467432,4.725026781050015
Chau Doc,34,22,8,SSW,0.0,72,14,1014,2018-02-15,46,15.634087734538461,5.102233226530996
Chau Doc,34,23,13,ESE,0.0,60,13,1014,2019-02-15,46,29.208925038258425,4.938346274551144
Chau Doc,35,22,9,SSE,0.0,68,5,1011,2020-02-15,46,19.020954008190923,5.368548399164179
Chau Doc,29,20,10,SSE,0.0,77,27,1012,2021-02-15,46,15.133542943176243,4.080992791830477
Chau Doc,35,25,10,SE,0.1,64,22,1009,2009-02-19,50,21.57360832921134,4.916594283602364
Chau Doc,37,24,9,SE,0.0,59,19,1012,2010-02-19,50,23.08986389963938,5.66441784321814
Chau Doc,38,23,7,S,1.6,71,25,1011,2011-02-19,50,15.317424724495368,6.084560805454312
Chau Doc,31,22,19,NNE,0.0,63,15,1010,2012-02-19,50,35.276372341987006,4.322763305238238
Chau Doc,36,23,8,SE,0.0,65,17,1008,2013-02-19,50,18.741452405693686,5.547142111474494
Chau Doc,34,23,10,SE,0.3,66,29,1011,2014-02-19,50,21.012348133438692,4.994750613001653
Chau Doc,34,24,10,SE,2.7,66,50,1012,2015-02-19,50,20.704813975265374,4.813736662606498
Chau Doc,36,24,10,E,0.0,55,3,1013,2016-02-19,50,26.749532482554287,5.385859190459933
Chau Doc,33,23,7,WSW,1.1,66,33,1012,2017-02-19,50,16.13938234667541,4.710879041610633
Chau Doc,33,24,15,SE,0.8,70,35,1011,2018-02-19,50,24.536720386367833,4.517921919470212
Chau Doc,34,23,11,SE,0.0,68,27,1013,2019-02-19,50,21.390856774922213,4.994750613001653
Chau Doc,34,22,10,ESE,0.0,59,13,1013,2020-02-19,50,25.021247196606808,5.160509433536923
Chau Doc,32,21,9,S,0.0,59,12,1013,2021-02-19,50,23.128939344091688,4.778994646997262
Chau Doc,28,24,5,SSW,18.6,89,74,1009,2009-02-12,43,5.206108240317684,2.792884502619188
Chau Doc,36,24,8,SSE,0.0,61,12,1013,2010-02-12,43,20.067064570238593,5.279191178592474
Chau Doc,35,22,9,SE,3.0,71,37,1009,2011-02-12,43,17.54014306830677,5.322326796732133
Chau Doc,34,23,6,SW,0.4,66,17,1011,2012-02-12,43,14.583999996496933,4.895828584255268
Chau Doc,36,24,10,E,0.0,62,9,1010,2013-02-12,43,23.069053498674712,5.279191178592474
Chau Doc,34,22,10,SE,0.5,71,38,1009,2014-02-12,43,18.632388258693638,5.05830451840032
Chau Doc,33,21,11,ESE,0.0,60,13,1013,2015-02-12,43,26.37016955034506,4.947861188304244
Chau Doc,35,23,11,ESE,0.1,68,19,1011,2016-02-12,43,21.51194668161395,5.168747848496397
Chau Doc,32,21,12,NE,0.0,56,7,1015,2017-02-12,43,30.3917329664444,4.684345708045538
Chau Doc,33,22,10,ENE,0.0,62,13,1015,2018-02-12,43,23.19517601145684,4.7900871461504035
Chau Doc,34,24,11,ESE,0.0,63,28,1015,2019-02-12,43,23.797830719639656,4.718399651129619
Chau Doc,34,22,14,SE,0.0,69,27,1013,2020-02-12,43,24.931633654060406,5.05830451840032
Chau Doc,32,22,8,SSE,0.7,73,60,1011,2021-02-12,43,14.769633953770404,4.516758640397584
Chau Doc,33,25,7,SE,0.3,67,29,1011,2009-02-20,51,15.237065221301394,4.317587129296262
Chau Doc,36,24,7,S,2.3,67,46,1012,2010-02-20,51,16.10483806550812,5.400932921883211
Chau Doc,37,23,8,S,8.4,75,33,1011,2011-02-20,51,14.790776954016701,5.833674299369902
Chau Doc,33,21,13,ENE,0.0,63,18,1009,2012-02-20,51,27.815524533888905,5.06196223640937
Chau Doc,36,24,7,S,0.0,63,17,1009,2013-02-20,51,17.546381831563675,5.400932921883211
Chau Doc,34,23,8,SE,3.1,65,42,1012,2014-02-20,51,18.37154727520559,5.008729725080929
Chau Doc,35,23,12,SE,1.2,62,36,1012,2015-02-20,51,26.59944861313775,5.287942693391931
Chau Doc,36,23,12,SE,0.0,56,8,1014,2016-02-20,51,30.51234292067362,5.562667235210227
Chau Doc,33,24,10,SSE,0.8,69,41,1010,2017-02-20,51,18.9663845477785,4.53056650210729
Chau Doc,32,23,9,SE,0.0,69,26,1010,2018-02-20,51,17.698526245187015,4.432714093854433
Chau Doc,34,24,10,SE,0.0,67,16,1014,2019-02-20,51,20.226183846501286,4.827209159942308
Chau Doc,34,22,9,SSE,0.0,63,12,1013,2020-02-20,51,21.26515383042098,5.17495246490065
Chau Doc,32,21,8,SE,0.0,62,7,1013,2021-02-20,51,19.909277853966685,4.792369909742661
Chau Doc,36,25,10,ESE,0.5,61,36,1009,2009-02-21,52,23.318064890126237,5.2395998572056195
Chau Doc,35,25,7,S,6.8,72,63,1013,2010-02-21,52,13.830922836509878,4.944046479107426
Chau Doc,34,24,7,S,1.1,71,41,1011,2011-02-21,52,14.227623304960817,4.840614544398066
Chau Doc,33,23,10,S,5.1,65,45,1007,2012-02-21,52,21.301760842807642,4.7371826096887055
Chau Doc,36,25,8,E,0.0,55,21,1009,2013-02-21,52,22.270217781432923,5.2395998572056195
Chau Doc,34,23,9,SE,0.9,63,38,1014,2014-02-21,52,20.954328581714563,5.02263920059255
Chau Doc,33,23,12,SE,0.2,65,42,1011,2015-02-21,52,24.33690746558211,4.7371826096887055
Chau Doc,36,23,11,ESE,0.0,53,10,1014,2016-02-21,52,30.309138476632608,5.57811502096317
Chau Doc,33,24,10,SE,12.2,72,46,1011,2017-02-21,52,17.455251426194106,4.543148096098931
Chau Doc,33,23,9,SE,0.0,69,29,1009,2018-02-21,52,17.888580108867973,4.7371826096887055
Chau Doc,34,24,9,SSE,0.0,68,36,1014,2019-02-21,52,18.309920229159005,4.840614544398066
Chau Doc,35,22,10,ESE,0.0,60,13,1014,2020-02-21,52,24.759095088507465,5.460184470837097
Chau Doc,33,21,8,S,0.0,64,6,1012,2021-02-21,52,19.23005196215611,5.076019541081953
Chau Doc,34,25,7,S,0.1,64,39,1008,2009-02-22,53,16.51444358607979,4.6540517891359725
Chau Doc,34,25,6,SSE,16.2,73,54,1012,2010-02-22,53,11.987722708657367,4.6540517891359725
Chau Doc,36,24,9,SE,0.1,61,24,1010,2011-02-22,53,21.947171476213416,5.430844099229995
Chau Doc,32,25,9,SSE,36.9,82,44,1007,2012-02-22,53,11.142696499320765,4.017712232127095
Chau Doc,27,24,14,NNE,5.9,71,61,1011,2013-02-22,53,21.6578047587928,2.4597860826010334
Chau Doc,35,23,8,ESE,0.2,63,25,1013,2014-02-22,53,19.451629404835366,5.317228113890455
Chau Doc,33,23,8,SE,0.1,67,34,1012,2015-02-22,53,17.35369623449774,4.750226238858016
Chau Doc,35,23,9,SE,0.0,62,20,1015,2016-02-22,53,21.656880114096307,5.317228113890455
Chau Doc,35,24,10,SE,3.1,69,39,1011,2017-02-22,53,19.409565257786365,5.145247846482089
Chau Doc,34,24,11,SE,0.0,66,30,1009,2018-02-22,53,22.16593606316053,4.853942968964085
Chau Doc,32,25,11,SSE,4.0,73,41,1013,2019-02-22,53,17.64675202095211,4.017712232127095
Chau Doc,35,23,11,ESE,0.0,54,9,1015,2020-02-22,53,29.53015213542172,5.317228113890455
Chau Doc,33,21,11,SSE,0.0,63,21,1011,2021-02-22,53,24.727162921755554,5.089996143211376
Chau Doc,35,23,7,SW,1.3,78,38,1008,2009-02-13,44,11.95887796009642,5.183709283230731
Chau Doc,34,24,8,SE,0.0,61,25,1012,2010-02-13,44,19.66927437230161,4.732057509957346
Chau Doc,36,22,7,SSE,1.4,72,43,1009,2011-02-13,44,14.655217202376436,5.599045953424673
Chau Doc,34,23,5,SE,0.0,66,8,1011,2012-02-13,44,12.888398254709564,4.910000028090574
Chau Doc,35,23,7,SSE,0.3,62,25,1009,2013-02-13,44,17.918625423033475,5.183709283230731
Chau Doc,35,22,9,SE,0.4,67,34,1011,2014-02-13,44,19.472848380763022,5.337732780412932
Chau Doc,33,21,11,SE,0.0,61,13,1012,2015-02-13,44,25.792502355464382,4.962183245485829
Chau Doc,35,24,11,SE,0.2,66,20,1012,2016-02-13,44,22.320958674090296,5.016047544895986
Chau Doc,32,20,11,E,0.0,55,7,1016,2017-02-13,44,29.541802654068903,4.851420226613376
Chau Doc,32,22,6,E,0.0,59,18,1015,2018-02-13,44,16.825987409703984,4.529832830044638
Chau Doc,34,24,12,ESE,0.0,58,15,1015,2019-02-13,44,28.35731799981202,4.732057509957346
Chau Doc,35,22,12,SSE,0.0,71,34,1012,2020-02-13,44,21.399276959732585,5.337732780412932
Chau Doc,34,21,9,S,0.1,72,45,1012,2021-02-13,44,17.170973295486807,5.2224469752204286
Chau Doc,36,27,8,SSE,1.2,60,33,1009,2009-02-24,55,19.640655858121285,4.8772108303421176
Chau Doc,36,26,8,S,0.3,60,8,1010,2010-02-24,55,19.957791287850615,5.088891337476951
Chau Doc,36,22,6,SSE,0.1,64,20,1010,2011-02-24,55,16.033064488856162,5.774484586433546
Chau Doc,35,25,9,SSE,0.1,71,7,1007,2012-02-24,55,16.82385127338253,4.98461077728275
Chau Doc,31,24,14,ESE,1.7,64,52,1009,2013-02-24,55,27.08477309127285,3.9523061445357563
Chau Doc,34,22,8,ESE,0.0,60,33,1013,2014-02-24,55,20.86691085363743,5.231900265691689
Chau Doc,33,25,8,S,0.2,65,56,1011,2015-02-24,55,17.628561773213907,4.365100047222522
Chau Doc,36,24,11,E,0.0,56,18,1014,2016-02-24,55,28.240520649169355,5.460367526202243
Chau Doc,35,24,12,SE,0.6,65,36,1012,2017-02-24,55,24.468338925235955,5.173218700786538
Chau Doc,36,24,10,ESE,0.0,57,12,1012,2018-02-24,55,25.77500018540878,5.460367526202243
Chau Doc,34,23,10,SE,0.0,63,16,1011,2019-02-24,55,22.61123586966198,5.063848326562719
Chau Doc,36,22,9,SSW,0.0,55,4,1012,2020-02-24,55,25.55210599899768,5.774484586433546
Chau Doc,33,22,11,S,0.0,66,17,1010,2021-02-24,55,22.659386334936237,4.954477952338903
Chau Doc,36,26,7,SSE,2.0,66,23,1009,2009-02-25,56,15.963340965247145,5.102488423397032
Chau Doc,37,26,9,SSW,0.0,60,10,1010,2010-02-25,56,21.99238466225057,5.406366307437039
Chau Doc,37,24,9,SE,0.0,66,33,1009,2011-02-25,56,19.89142750423837,5.758123998324791
Chau Doc,34,24,9,SSE,4.2,72,21,1006,2012-02-25,56,16.428105063715876,4.893370045388957
Chau Doc,35,24,8,S,1.4,63,27,1009,2013-02-25,56,19.13571396598658,5.187041102267179
Chau Doc,36,22,9,SE,0.0,60,12,1013,2014-02-25,56,23.199117677038068,5.789913519350171
Chau Doc,34,24,12,SSE,0.1,63,37,1010,2015-02-25,56,25.420160685866215,4.893370045388957
Chau Doc,36,25,17,ENE,0.1,47,24,1015,2016-02-25,56,45.49654871637221,5.296703704852109
Chau Doc,34,25,7,SE,8.9,67,41,1011,2017-02-25,56,15.477452301676173,4.691855211374107
Chau Doc,35,24,7,ESE,0.0,61,16,1011,2018-02-25,56,18.149205691986197,5.187041102267179
Chau Doc,35,23,15,SSE,0.0,60,16,1012,2019-02-25,56,32.72383341598035,5.36041831215922
Chau Doc,35,22,9,SSE,0.0,63,17,1011,2020-02-25,56,21.516816760382554,5.519692362783391
Chau Doc,35,23,12,SSW,0.0,70,27,1008,2021-02-25,56,21.770571944477133,5.36041831215922
Chau Doc,33,24,7,S,25.0,77,60,1010,2009-02-17,48,11.767608437301021,4.492481310157457
Chau Doc,37,24,8,E,0.0,57,6,1012,2010-02-17,48,21.99528356041637,5.632521266893418
Chau Doc,37,24,8,SSE,0.8,69,43,1011,2011-02-17,48,17.003477772214325,5.632521266893418
Chau Doc,32,25,5,SSE,66.0,82,60,1008,2012-02-17,48,7.802157375042846,3.9619961054274206
Chau Doc,36,24,7,SE,0.0,62,22,1008,2013-02-17,48,17.86713800602364,5.355531189684286
Chau Doc,34,22,10,SE,0.4,69,31,1013,2014-02-17,48,19.771222520924514,5.131450386768625
Chau Doc,35,21,12,SE,0.0,62,16,1011,2015-02-17,48,27.36670513915526,5.542599893898697
Chau Doc,35,24,10,E,0.0,59,22,1014,2016-02-17,48,24.482710378310095,5.073895478678472
Chau Doc,33,21,7,S,0.0,64,24,1014,2017-02-17,48,17.459194101165956,5.019409985310795
Chau Doc,32,24,9,SSE,0.7,72,22,1010,2018-02-17,48,15.991344528004465,4.18981169599684
Chau Doc,33,23,8,SSE,0.0,69,30,1013,2019-02-17,48,16.463771333576638,4.68435188258631
Chau Doc,32,24,10,SSE,1.4,72,59,1012,2020-02-17,48,17.2345223693602,4.18981169599684
Chau Doc,31,20,9,SSE,0.0,72,43,1012,2021-02-17,48,16.917659941770193,4.644813408599954
Chau Doc,34,25,7,SE,0.2,62,59,1009,2009-02-23,54,17.259933826109368,4.666748226931831
Chau Doc,33,25,7,S,1.3,71,58,1011,2010-02-23,54,13.80254024970276,4.353342355240524
Chau Doc,35,24,8,ESE,5.3,68,55,1010,2011-02-23,54,17.045680733339342,5.159284286596406
Chau Doc,32,24,9,SSE,0.0,79,46,1007,2012-02-23,54,12.769772800817318,4.260322219444785
Chau Doc,33,23,21,ENE,0.3,62,50,1010,2013-02-23,54,38.816305523072714,4.76318504436566
Chau Doc,35,23,9,SE,0.1,62,36,1013,2014-02-23,54,21.64570391436384,5.331733722992611
Chau Doc,34,24,9,SE,0.1,64,42,1012,2015-02-23,54,20.167759220625427,4.867184717823424
Chau Doc,36,24,11,SE,0.0,59,9,1013,2016-02-23,54,26.552730165230503,5.44565965724459
Chau Doc,34,25,9,SE,6.8,70,55,1012,2017-02-23,54,17.10577189405304,4.666748226931831
Chau Doc,34,24,11,ESE,0.0,64,38,1010,2018-02-23,54,23.293862562863865,4.867184717823424
Chau Doc,33,24,10,SE,0.0,68,38,1011,2019-02-23,54,19.51476178280733,4.568085473719741
Chau Doc,35,23,10,ENE,0.0,49,17,1014,2020-02-23,54,30.070549858377806,5.331733722992611
Chau Doc,34,22,11,SSE,0.0,66,35,1011,2021-02-23,54,22.877347616646208,5.2178077887406324
Chau Doc,35,25,8,SSE,0.2,62,40,1009,2009-02-26,57,19.253736542811474,5.011130306350147
Chau Doc,37,26,9,S,0.0,58,14,1010,2010-02-26,57,22.904050463470096,5.420646187624231
Chau Doc,36,23,10,SE,0.0,63,26,1009,2011-02-26,57,23.061284141254685,5.653802275520267
Chau Doc,33,25,11,SE,3.4,74,46,1007,2012-02-26,57,17.27798315534981,4.38832360524073
Chau Doc,37,25,12,E,0.1,59,23,1010,2013-02-26,57,28.13854103800827,5.604259600017763
Chau Doc,35,22,11,SE,0.0,65,23,1012,2014-02-26,57,23.722306878236264,5.534271572020894
Chau Doc,35,24,10,SE,0.0,59,19,1010,2015-02-26,57,24.526574507230247,5.200741676970105
Chau Doc,36,25,17,ENE,0.5,49,22,1015,2016-02-26,57,43.92325396334004,5.310693932297168
Chau Doc,33,25,8,E,12.9,72,43,1011,2017-02-26,57,14.753186945528785,4.38832360524073
Chau Doc,35,25,6,ESE,0.0,58,8,1010,2018-02-26,57,16.92747118686037,5.011130306350147
Chau Doc,35,23,14,SE,0.0,61,18,1011,2019-02-26,57,30.450901165996495,5.374576829525232
Chau Doc,36,23,9,SSE,0.0,62,27,1011,2020-02-26,57,21.882328997682702,5.653802275520267
Chau Doc,34,24,13,SSW,0.0,70,16,1007,2021-02-26,57,22.437942215151907,4.906294944292612
Chau Doc,33,25,8,S,2.3,76,44,1009,2009-02-28,59,13.10425310531493,4.41110363882441
Chau Doc,37,26,9,S,0.0,59,15,1011,2010-02-28,59,22.487590216275436,5.448785065543777
Chau Doc,37,24,10,S,0.4,64,47,1009,2011-02-28,59,22.463734016897778,5.803302673823998
Chau Doc,34,24,12,SE,0.0,69,18,1007,2012-02-28,59,21.836534789233056,4.931763796104031
Chau Doc,36,24,13,SE,0.0,65,37,1009,2013-02-28,59,26.154175973112118,5.517914092135241
Chau Doc,35,22,11,SE,0.0,62,17,1012,2014-02-28,59,25.449369628337692,5.563000285673935
Chau Doc,34,25,12,SE,5.2,63,36,1010,2015-02-28,59,25.093790634588963,4.72866786149168
Chau Doc,36,25,9,NNE,0.0,51,24,1014,2016-02-28,59,26.294882319273267,5.338262041901915
Chau Doc,35,24,8,ENE,0.0,59,25,1011,2017-02-28,59,20.84924206920382,5.227739018260054
Chau Doc,34,25,8,SSE,1.1,62,43,1010,2018-02-28,59,19.084090058926876,4.72866786149168
Chau Doc,35,24,10,SE,0.0,61,17,1010,2019-02-28,59,23.531114979959497,5.227739018260054
Chau Doc,36,22,9,SE,0.0,62,25,1010,2020-02-28,59,22.24790452591712,5.835341617830734
Chau Doc,33,23,16,SE,0.0,65,30,1009,2021-02-28,59,29.882564920750788,4.82638422781121
Chau Doc,35,26,10,E,0.3,58,31,1009,2009-03-02,61,24.343019091516314,4.853021532556869
Chau Doc,38,26,8,S,0.0,54,9,1011,2010-03-02,61,22.896396523925358,5.7778172154284455
Chau Doc,37,25,7,SSE,0.8,63,48,1010,2011-03-02,61,17.598498520451326,5.661796789415826
Chau Doc,34,25,11,SE,2.5,69,35,1007,2012-03-02,62,20.26442852308806,4.764259536642133
Chau Doc,37,25,13,SE,0.0,63,22,1011,2013-03-02,61,27.357816800084343,5.661796789415826
Chau Doc,37,23,10,S,0.0,63,13,1010,2014-03-02,61,23.367304967020246,5.990123097095917
Chau Doc,37,24,10,SE,0.0,58,26,1011,2015-03-02,61,25.56202261574536,5.832605992188207
Chau Doc,36,24,8,SE,0.0,53,13,1013,2016-03-02,62,23.606900643775003,5.559446255448025
Chau Doc,34,24,9,ENE,5.6,64,24,1011,2017-03-02,61,20.226705547309525,4.956666347760722
Chau Doc,33,25,9,SSE,0.4,68,56,1009,2018-03-02,61,17.861837111683833,4.433377158151435
Chau Doc,34,24,12,SSE,0.0,63,13,1010,2019-03-02,61,25.46731636558367,4.956666347760722
Chau Doc,34,24,10,SSE,0.0,68,62,1010,2020-03-02,62,19.78420528769661,4.9688841310675285
Chau Doc,34,24,9,SE,1.6,67,46,1011,2021-03-02,61,18.836090733248287,4.956666347760722
Chau Doc,33,26,6,SSE,40.0,76,66,1009,2009-03-04,63,10.682459006265084,4.211872521415763
Chau Doc,37,26,11,SSW,0.9,62,34,1010,2010-03-04,63,24.467889222561865,5.503111588695795
Chau Doc,34,24,9,SSE,2.4,62,45,1010,2011-03-04,63,21.161073477989017,4.980935414515555
Chau Doc,34,24,13,SE,0.0,69,13,1008,2012-03-04,64,23.150939445978853,4.992812354563806
Chau Doc,36,25,6,SSW,5.4,62,32,1012,2013-03-04,63,15.957006427242504,5.391486607180667
Chau Doc,37,24,11,SE,0.0,59,11,1012,2014-03-04,63,26.888528303488766,5.861163876509592
Chau Doc,35,26,10,SSW,1.7,62,27,1010,2015-03-04,63,22.38701596190056,4.876783128612144
Chau Doc,35,25,11,SSE,0.0,58,22,1012,2016-03-04,64,26.575353466514812,5.0994963792339725
Chau Doc,35,24,7,SE,0.0,60,12,1009,2017-03-04,63,18.570826075257536,5.27986162566554
Chau Doc,35,25,7,SE,0.1,62,22,1009,2018-03-04,63,17.545854691886706,5.08736565841546
Chau Doc,35,24,11,SSE,0.0,58,8,1010,2019-03-04,63,26.919419421375686,5.27986162566554
Chau Doc,35,23,11,S,0.0,68,54,1010,2020-03-04,64,21.72802446575306,5.469351903970154
Chau Doc,35,25,11,SE,0.0,59,36,1011,2021-03-04,63,26.005104677173204,5.08736565841546
Chau Doc,33,26,6,S,6.7,70,58,1009,2009-02-27,58,12.521877221863381,4.159581047784329
Chau Doc,38,27,9,S,0.0,55,11,1009,2010-02-27,58,24.124537235067358,5.54502818093376
Chau Doc,34,23,10,SE,0.3,65,53,1010,2011-02-27,58,21.60053935187138,5.104071665551354
Chau Doc,33,23,12,SE,0.7,74,32,1008,2012-02-27,58,18.93132472235764,4.813986943319005
Chau Doc,37,26,14,ESE,0.0,59,29,1009,2013-02-27,58,31.057502648397183,5.434789052088159
Chau Doc,36,22,10,SE,0.0,63,26,1013,2014-02-27,58,23.487093054982402,5.820352676476129
Chau Doc,34,24,9,SE,0.4,60,28,1010,2015-02-27,58,22.0387048629664,4.91909582854431
Chau Doc,36,24,12,ENE,0.5,52,24,1014,2016-02-27,58,32.54116760227838,5.503740510510809
Chau Doc,33,24,9,E,0.4,67,41,1011,2017-02-27,58,18.607319225706725,4.616806532104962
Chau Doc,34,25,7,SSW,0.8,60,23,1010,2018-02-27,58,18.035617848802527,4.716521575994919
Chau Doc,36,23,11,ESE,0.0,60,13,1010,2019-02-27,58,26.391899945236847,5.668553461360635
Chau Doc,36,23,11,SE,0.0,60,15,1010,2020-02-27,58,26.391899945236847,5.668553461360635
Chau Doc,34,23,12,S,0.0,68,32,1007,2021-02-27,58,22.755266693871015,5.104071665551354
Chau Doc,26,25,3,SW,56.8,93,83,1010,2009-03-05,64,2.5674331689574683,1.4607883192560185
Chau Doc,37,27,11,SSW,0.0,61,16,1010,2010-03-05,64,24.663788110440617,5.312864428574306
Chau Doc,33,24,10,SSE,0.9,64,55,1010,2011-03-05,64,21.63316090351752,4.685993014888243
Chau Doc,33,24,10,SE,3.9,72,33,1007,2012-03-05,65,17.539061173695117,4.696969323288033
Chau Doc,36,24,12,ENE,0.0,52,13,1013,2013-03-05,64,32.58419920358255,5.586218397644731
Chau Doc,36,23,14,SE,0.0,61,9,1012,2014-03-05,64,30.812538995177462,5.753501200394813
Chau Doc,35,26,13,SE,0.3,58,31,1011,2015-03-05,64,29.646235863898212,4.8884117196350365
Chau Doc,38,25,12,SE,0.0,59,12,1011,2016-03-05,65,28.508641308652585,6.010824853173092
Chau Doc,35,24,9,S,0.0,65,26,1009,2017-03-05,64,19.983578990456284,5.292451349236004
